YEAR,LocationAbbr,TopicDesc,MeasureDesc,Smoke_Rate,Data_Value_Std_Err,Sample_Size,Gender,Education,GeoLocation
2012,OH,Cigarette Use (Youth),Smoking Status,3.7,0.8,929,Overall,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Cigarette Use (Youth),Smoking Status,15.9,3.2,404,Male,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Cigarette Use (Youth),Smoking Status,0.4,0.3,929,Overall,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Cigarette Use (Youth),Smoking Status,0.7,0.5,507,Female,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Cigarette Use (Youth),Smoking Status,14.3,2.4,898,Overall,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Cigarette Use (Youth),Smoking Status,12.6,2.5,494,Female,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Cigarette Use (Youth),Smoking Status,4,1.3,422,Male,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Cigarette Use (Youth),Smoking Status,0.2,0.2,422,Male,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Cigarette Use (Youth),Smoking Status,3.4,1,507,Female,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Smokeless Tobacco Use (Youth),User Status,12.6,2.5,494,Female,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Smokeless Tobacco Use (Youth),User Status,0.4,0.3,929,Overall,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Smokeless Tobacco Use (Youth),User Status,15.9,3.2,404,Male,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Smokeless Tobacco Use (Youth),User Status,3.4,1,507,Female,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Smokeless Tobacco Use (Youth),User Status,3.7,0.8,929,Overall,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Smokeless Tobacco Use (Youth),User Status,14.3,2.4,898,Overall,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Smokeless Tobacco Use (Youth),User Status,0.2,0.2,422,Male,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Smokeless Tobacco Use (Youth),User Status,4,1.3,422,Male,Middle School,"(40.060210141, -82.404260056)"
2012,OH,Smokeless Tobacco Use (Youth),User Status,0.7,0.5,507,Female,Middle School,"(40.060210141, -82.404260056)"
2012,US,Cessation (Youth),Percent of Current Smokers Who Want to Quit,64.9,2.8,342,Overall,Middle School,"(37.09024, -95.712891)"
2012,US,Cessation (Youth),Percent of Current Smokers Who Want to Quit,64.8,1.2,1435,Overall,High School,"(37.09024, -95.712891)"
2012,US,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,62.8,3.1,343,Overall,Middle School,"(37.09024, -95.712891)"
2012,US,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,57.7,1.5,1550,Overall,High School,"(37.09024, -95.712891)"
2012,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,41.1,3,148,Overall,High School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,41.2,4.1,87,Male,High School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Overall,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,41,7.3,61,Female,High School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,55.4,4.6,92,Male,High School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Overall,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,55.7,5.9,76,Female,High School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Male,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,55.5,3.4,168,Overall,High School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,32.8,2.5,741,Female,High School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,0.3,0.2,869,Female,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,0.6,0.3,854,Male,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,10.1,1.1,1684,Overall,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,10.6,1.4,859,Female,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,13.1,1.3,1511,Overall,High School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,4.7,0.8,1511,Overall,High School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,2.9,0.5,869,Female,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,0.5,0.1,1724,Overall,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,9.6,1.1,824,Male,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,6.4,1.1,758,Male,High School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,11.5,1.6,752,Female,High School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,2.9,0.9,752,Female,High School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,34.1,1.9,1492,Overall,High School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,2.2,0.6,854,Male,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,14.6,1.6,758,Male,High School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,2.5,0.4,1724,Overall,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Cigarette Use (Youth),Smoking Status,35.4,1.9,750,Male,High School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,754,Female,High School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,0,0,877,Female,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,2.8,0.7,877,Female,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,5.8,0.7,1519,Overall,High School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,21.1,2,764,Male,High School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,0.8,0.3,877,Female,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,5,0.5,1740,Overall,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,9.9,1.1,764,Male,High School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,1.6,0.4,862,Male,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,14.6,1.6,1518,Overall,High School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,1.7,0.4,1519,Overall,High School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,7,0.9,862,Male,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,862,Male,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,3,0.6,764,Male,High School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,1.6,0.6,754,Female,High School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,1.2,0.3,1740,Overall,Middle School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,7.8,1.5,753,Female,High School,"(44.393191174, -89.816370742)"
2012,WI,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,1740,Overall,Middle School,"(44.393191174, -89.816370742)"
2013,AZ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Overall,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Male,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Overall,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cigarette Use (Youth),Smoking Status,0.4,0.3,1582,Overall,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cigarette Use (Youth),Smoking Status,3.2,0.5,1582,Overall,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cigarette Use (Youth),Smoking Status,0.4,0.3,756,Male,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cigarette Use (Youth),Smoking Status,14.2,1,1513,Overall,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cigarette Use (Youth),Smoking Status,12.4,1.3,787,Female,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cigarette Use (Youth),Smoking Status,3,0.8,819,Female,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cigarette Use (Youth),Smoking Status,3.2,0.5,756,Male,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cigarette Use (Youth),Smoking Status,0.5,0.3,819,Female,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Cigarette Use (Youth),Smoking Status,15.9,1.9,720,Male,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Smokeless Tobacco Use (Youth),User Status,2.3,0.6,761,Male,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Smokeless Tobacco Use (Youth),User Status,2.2,0.6,816,Female,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Smokeless Tobacco Use (Youth),User Status,8.5,1.2,767,Male,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,1584,Overall,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Smokeless Tobacco Use (Youth),User Status,0.3,0.3,816,Female,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Smokeless Tobacco Use (Youth),User Status,2.2,0.4,1584,Overall,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,761,Male,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Smokeless Tobacco Use (Youth),User Status,7.6,1,1592,Overall,Middle School,"(34.86597028, -111.763811277)"
2013,AZ,Smokeless Tobacco Use (Youth),User Status,6.5,1.2,818,Female,Middle School,"(34.86597028, -111.763811277)"
2013,CT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,43,3.3,173,Overall,High School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Overall,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,41.9,5.4,108,Male,High School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,44.6,5.3,65,Female,High School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,54,4.5,116,Male,High School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,55.5,3.3,188,Overall,High School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Male,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,57.2,5.7,71,Female,High School,"(41.56266102, -72.649840952)"
2013,CT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Overall,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,0.1,0.1,1423,Female,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,0.4,0.2,2900,Overall,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,1.4,0.4,2900,Overall,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,5.7,0.9,1402,Female,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,8.9,0.9,2435,Overall,High School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,28.1,1.3,2371,Overall,High School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,1.8,0.4,1464,Male,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,7.4,0.9,1421,Male,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,24.3,1.6,1162,Female,High School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,2.3,0.4,1188,Female,High School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,10.4,1.1,1230,Male,High School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,1,0.4,1423,Female,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,4.6,0.6,1230,Male,High School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,31.8,1.5,1191,Male,High School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,7.3,1,1188,Female,High School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,0.6,0.3,1464,Male,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,3.5,0.4,2435,Overall,High School,"(41.56266102, -72.649840952)"
2013,CT,Cigarette Use (Youth),Smoking Status,6.6,0.8,2832,Overall,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,2,0.4,2902,Overall,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,1434,Female,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,0.4,0.3,2907,Overall,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,0,0,1434,Female,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,9.7,0.7,2449,Overall,High School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,4.9,0.5,2445,Overall,High School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,2.8,0.7,1460,Male,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,2.9,0.5,1193,Female,High School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,3.1,0.6,1233,Male,High School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,0.9,0.3,1428,Female,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,0.7,0.3,2907,Overall,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,0.7,0.6,1460,Male,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,1.2,0.6,1460,Male,Middle School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,16.2,1.3,1238,Male,High School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,1.9,0.3,2445,Overall,High School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,1.1,0.4,1194,Female,High School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,1194,Female,High School,"(41.56266102, -72.649840952)"
2013,CT,Smokeless Tobacco Use (Youth),User Status,8.4,0.9,1233,Male,High School,"(41.56266102, -72.649840952)"
2013,GA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,51.3,4.3,107,Male,High School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,51.3,3.3,180,Overall,High School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,45.1,5.6,58,Overall,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Percent of Current Smokers Who Want to Quit,51.2,4.6,73,Female,High School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,56.8,4.5,121,Male,High School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,59.5,6.2,66,Overall,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Male,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,61,5.9,87,Female,High School,"(32.839681093, -83.627580346)"
2013,GA,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,58.6,3.2,208,Overall,High School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,14.3,1.6,832,Male,High School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,3.9,0.9,832,Male,High School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,3.2,0.6,2041,Overall,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,38.4,2.6,826,Male,High School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,2.7,0.6,1027,Female,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,16.8,1.5,1953,Overall,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,35.9,1.8,1673,Overall,High School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,14.2,1.9,997,Female,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,0.2,0.2,1027,Female,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,33.2,1.8,846,Female,High School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,3.6,0.7,1014,Male,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,3.5,0.7,1699,Overall,High School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,9.7,1.6,866,Female,High School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,3.1,0.8,866,Female,High School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,1,0.4,1014,Male,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,12,1.3,1699,Overall,High School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,19.4,1.8,955,Male,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Cigarette Use (Youth),Smoking Status,0.6,0.2,2041,Overall,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,9.1,1.1,2078,Overall,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,5.8,0.8,1036,Male,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,9.2,1.5,858,Male,High School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,13.5,1.5,1037,Male,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,5.4,0.8,1738,Overall,High School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,4.6,0.8,1040,Female,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,1.7,0.5,1036,Male,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,3.5,0.5,2076,Overall,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,880,Female,High School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,1.1,0.3,1039,Female,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,1.6,0.6,880,Female,High School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,2,0.4,1738,Overall,High School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,1,0.3,2076,Overall,Middle School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,15.7,1.7,1735,Overall,High School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,22.6,3,856,Male,High School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,8.8,1.5,879,Female,High School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,3.7,0.7,858,Male,High School,"(32.839681093, -83.627580346)"
2013,GA,Smokeless Tobacco Use (Youth),User Status,0.4,0.2,1039,Female,Middle School,"(32.839681093, -83.627580346)"
2013,HI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Overall,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Overall,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Male,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,5.8,1.2,1400,Overall,High School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,29.1,1.6,726,Female,High School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,14.2,1.7,1789,Overall,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,13.4,1.8,983,Female,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,2,0.8,661,Male,High School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,0.3,0.2,877,Male,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,27.5,1.9,1362,Overall,High School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,4.9,1.1,735,Female,High School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,0.9,0.5,735,Female,High School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,15,2.9,800,Male,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,4,0.9,1912,Overall,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,6.8,2,661,Male,High School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,0,0.1,1026,Female,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,4.7,1.2,877,Male,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,1.5,0.5,1400,Overall,High School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,0.2,0.1,1912,Overall,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,2.8,1,1026,Female,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Cigarette Use (Youth),Smoking Status,25.9,3.4,633,Male,High School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,3.2,1.1,1038,Female,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,0,0,886,Male,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,9.5,2.1,681,Male,High School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,2.9,0.8,1933,Overall,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,1.2,0.5,754,Female,High School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,2.6,0.7,1437,Overall,High School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,0.3,0.3,754,Female,High School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,1.5,0.6,1936,Overall,Middle School,"(21.304850435, -157.857749403)"
2013,HI,Smokeless Tobacco Use (Youth),User Status,4,1.3,679,Male,High School,"(21.304850435, -157.857749403)"
